"annotation_id","choice","annotation_type","from_name","completion_id","project_id","task_id","completed_by_id","annotation_value_flag"
OnmF_IiS5m,"[""Emergency""]",choices,severity,1931,7,237042,121,0
Fvo40uIn9l,"[""Emergency""]",choices,severity,1101,7,236013,121,0
RuFDveAZNU,"[""Emergency""]",choices,severity,1110,7,236267,120,0
"79cQrvNX4_","[""Emergency""]",choices,severity,1112,7,236274,120,0
m-ocbg2XlI,"[""Emergency""]",choices,severity,1113,7,236275,120,0
papWQrGFDN,"[""Emergency""]",choices,severity,1114,7,236277,120,0
nLvMNRJUAf,"[""Emergency""]",choices,severity,1115,7,236278,120,0
gQKaVlqTrS,"[""Non Emergency [No Doctor]""]",choices,severity,1116,7,236022,121,2
"3vA3c-ihXV","[""Non Emergency [No Doctor]""]",choices,severity,1117,7,236282,120,2
bLsgXN0BaK,"[""Emergency""]",choices,severity,1118,7,236284,120,0
sWONVBFM6F,"[""Emergency""]",choices,severity,1119,7,236266,120,0
pwTx1-FNRK,"[""Non Emergency [No Doctor]""]",choices,severity,1120,7,236270,120,2
ckwj7H3v9H,"[""Emergency""]",choices,severity,1121,7,236271,120,0
"4Yi9o8Zqao","[""Emergency""]",choices,severity,1125,7,236291,120,0
couEw4wCZH,"[""Emergency""]",choices,severity,1122,7,236279,120,0
JN0tP00-yb,"[""Non Emergency [No Doctor]""]",choices,severity,1123,7,236280,120,2
tmuZ5Bhb3L,"[""Emergency""]",choices,severity,1124,7,236289,120,0
blIritrYjQ,"[""Emergency""]",choices,severity,1126,7,236292,120,0
"6aIQTQHxqY","[""Normal""]",choices,severity,1266,7,236494,120,1
zOoAPWP4o6,"[""Emergency""]",choices,severity,1127,7,236298,120,0
V-27-slqNR,"[""Non Emergency [Doctor]""]",choices,severity,1128,7,236299,120,3
QTqsQGpvt_,"[""Emergency""]",choices,severity,1129,7,236301,120,0
my6wxAZhLW,"[""Emergency""]",choices,severity,1130,7,236302,120,0
lPeLyYz1bd,"[""Emergency""]",choices,severity,1131,7,236305,120,0
iYWcyW1cNJ,"[""Non Emergency [Doctor]""]",choices,severity,1132,7,236306,120,3
L7Qs9KDC5C,"[""Emergency""]",choices,severity,1133,7,236308,120,0
oG9Jpb2A4I,"[""Emergency""]",choices,severity,1135,7,236313,120,0
Om3lMZo8XA,"[""Emergency""]",choices,severity,1136,7,236314,120,0
Bd_FbYqE-0,"[""Non Emergency [Doctor]""]",choices,severity,1137,7,236316,120,3
prsilsC1HJ,"[""Emergency""]",choices,severity,1138,7,236317,120,0
yYKEakLSSU,"[""Non Emergency [Doctor]""]",choices,severity,1139,7,236320,120,3
"0uLuRP-TFw","[""Non Emergency [No Doctor]""]",choices,severity,1140,7,236321,120,2
ryPXW84oSh,"[""Non Emergency [No Doctor]""]",choices,severity,1141,7,236323,120,2
d21keU1ayE,"[""Emergency""]",choices,severity,1142,7,236324,120,0
"5Waw2q6SXl","[""Normal""]",choices,severity,1267,7,236496,120,1
UQMPEL_3az,"[""Non Emergency [No Doctor]""]",choices,severity,1143,7,236329,120,2
"0WUFvWevoW","[""Emergency""]",choices,severity,1144,7,236347,120,0
"8Z00e-0tzj","[""Emergency""]",choices,severity,1145,7,236352,120,0
KsDB7dksP2,"[""Emergency""]",choices,severity,1146,7,236353,120,0
kMT8vOEOov,"[""Emergency""]",choices,severity,1147,7,236356,120,0
C_e8_GHIf9,"[""Emergency""]",choices,severity,1148,7,236357,120,0
X6HvTLtkmJ,"[""Non Emergency [No Doctor]""]",choices,severity,1149,7,236359,120,2
K9ij4nbkdP,"[""Non Emergency [No Doctor]""]",choices,severity,1150,7,236360,120,2
bpTqkUmid7,"[""Emergency""]",choices,severity,1151,7,236364,120,0
TR-a5nKLy-,"[""Emergency""]",choices,severity,1152,7,236365,120,0
ih0YqGbF-p,"[""Emergency""]",choices,severity,1153,7,236367,120,0
RNgT7GM0Bq,"[""Emergency""]",choices,severity,1154,7,236087,120,0
"5G3f3ALvqy","[""Emergency""]",choices,severity,1155,7,236088,120,0
lppugrBU18,"[""Non Emergency [Doctor]""]",choices,severity,1156,7,236473,120,3
ZEF-v7k-Ii,"[""Emergency""]",choices,severity,1157,7,236273,120,0
lLSpvkKhsy,"[""Emergency""]",choices,severity,1160,7,236296,120,0
aGffeBMFIb,"[""Emergency""]",choices,severity,1161,7,236297,120,0
g1mLKsCeHp,"[""Emergency""]",choices,severity,1162,7,236304,120,0
"9pGTHRfV9j","[""Normal""]",choices,severity,1163,7,236307,120,1
uFQGTKyj0O,"[""Emergency""]",choices,severity,1164,7,236311,120,0
FI_5DYBq8J,"[""Non Emergency [No Doctor]""]",choices,severity,1165,7,236312,120,2
XL2bngcoc2,"[""Emergency""]",choices,severity,1167,7,236325,120,0
KTqIPmSBxi,"[""Emergency""]",choices,severity,1168,7,236327,120,0
uTw04vfB2L,"[""Emergency""]",choices,severity,1169,7,236328,120,0
nZHuDDFdpL,"[""Non Emergency [No Doctor]""]",choices,severity,1170,7,236332,120,2
W6DrmuW7UZ,"[""Emergency""]",choices,severity,1171,7,236333,120,0
"2gWKgnSNOS","[""Emergency""]",choices,severity,1172,7,236335,120,0
"21lqLXWEE1","[""Non Emergency [Doctor]""]",choices,severity,1173,7,236342,120,3
wfvJor-Rqo,"[""Non Emergency [Doctor]""]",choices,severity,1174,7,236344,120,3
YlysS4tS_9,"[""Emergency""]",choices,severity,1176,7,236349,120,0
jPwOB6sIN5,"[""Emergency""]",choices,severity,1177,7,236350,120,0
izfnempND6,"[""Emergency""]",choices,severity,1178,7,236354,120,0
kSclMtCTXM,"[""Emergency""]",choices,severity,1179,7,236355,120,0
uNbMB2YAr2,"[""Emergency""]",choices,severity,1180,7,236363,120,0
YMiteFldCr,"[""Normal""]",choices,severity,1181,7,236504,120,1
pZOAh8deSs,"[""Non Emergency [No Doctor]""]",choices,severity,1182,7,236381,120,2
aiFzkwvWrS,"[""Emergency""]",choices,severity,1184,7,236385,120,0
ZN72JAL-gP,"[""Non Emergency [Doctor]""]",choices,severity,1185,7,236386,120,3
w8-SSDIA2S,"[""Non Emergency [No Doctor]""]",choices,severity,1186,7,236005,120,2
"5TJsnfLf2N","[""Non Emergency [Doctor]""]",choices,severity,1187,7,236388,120,3
tHnKRqBWyM,"[""Emergency""]",choices,severity,1188,7,236027,120,0
gDl63FdOyL,"[""Emergency""]",choices,severity,1189,7,236394,120,0
"1K0dT9ZaJ9","[""Emergency""]",choices,severity,1190,7,236040,120,0
FbwxPfsRps,"[""Normal""]",choices,severity,1191,7,236035,120,1
ImdlTGINXc,"[""Emergency""]",choices,severity,1192,7,236037,120,0
O5bBUwquD5,"[""Non Emergency [Doctor]""]",choices,severity,1193,7,236212,120,3
c5EbaazpyM,"[""Emergency""]",choices,severity,1194,7,236547,120,0
GsSjqVtZyd,"[""Emergency""]",choices,severity,1195,7,236330,120,0
gdvbsy4OnO,"[""Non Emergency [No Doctor]""]",choices,severity,1196,7,236387,120,2
rzapKB9ZIK,"[""Emergency""]",choices,severity,1198,7,236392,120,0
hBQhBvAdYH,"[""Non Emergency [No Doctor]""]",choices,severity,1199,7,236393,120,2
be5Cgi-fvA,"[""Non Emergency [Doctor]""]",choices,severity,1200,7,236396,120,3
bmk5UM68Td,"[""Emergency""]",choices,severity,1201,7,236397,120,0
lfS1dO3Lps,"[""Emergency""]",choices,severity,1202,7,236402,120,0
iP8XeAzvfC,"[""Non Emergency [Doctor]""]",choices,severity,1203,7,236420,120,3
CLR5CXIsyW,"[""Emergency""]",choices,severity,1204,7,236421,120,0
aWiQxR66XW,"[""Emergency""]",choices,severity,1205,7,236422,120,0
ZJANgCEz_A,"[""Non Emergency [No Doctor]""]",choices,severity,1206,7,236425,120,2
"7uMEe-N76p","[""Non Emergency [Doctor]""]",choices,severity,1207,7,236426,120,3
"7jurx6Vxmy","[""Emergency""]",choices,severity,1208,7,236428,120,0
UqwMnnQEWC,"[""Normal""]",choices,severity,1209,7,236429,120,1
HJVF0-Dpzt,"[""Normal""]",choices,severity,1210,7,236433,120,1
fTPji0ksWM,"[""Emergency""]",choices,severity,1211,7,236094,120,0
XORO_mbVeS,"[""Non Emergency [Doctor]""]",choices,severity,1212,7,236368,120,3
ecDZLXKKHm,"[""Non Emergency [No Doctor]""]",choices,severity,1937,7,237048,121,2
vFDlOTAgcM,"[""Emergency""]",choices,severity,1213,7,236370,120,0
Pt1ZAFWEzi,"[""Emergency""]",choices,severity,1214,7,236371,120,0
PUcLabjzKr,"[""Normal""]",choices,severity,1215,7,236374,120,1
MSz9buk4Fv,"[""Emergency""]",choices,severity,1216,7,236375,120,0
NeS8KqWWCb,"[""Non Emergency [Doctor]""]",choices,severity,1217,7,236377,120,3
r56Y7j3Y8Y,"[""Non Emergency [No Doctor]""]",choices,severity,1218,7,236378,120,2
CJea23Rtvm,"[""Emergency""]",choices,severity,1228,7,236336,120,0
Ni-MQRxh4o,"[""Emergency""]",choices,severity,1219,7,236384,120,0
N6Uj2xNIsA,"[""Emergency""]",choices,severity,1220,7,236390,120,0
gc7-6kq5xn,"[""Emergency""]",choices,severity,1221,7,236395,120,0
MrVJnJUG4b,"[""Emergency""]",choices,severity,1222,7,236403,120,0
eDRt7ytPiU,"[""Emergency""]",choices,severity,1223,7,236406,120,0
AvojqhRB-6,"[""Non Emergency [No Doctor]""]",choices,severity,1224,7,236411,120,2
Xq4bE3dafy,"[""Emergency""]",choices,severity,1225,7,236319,120,0
"4KFRrum_T_","[""Emergency""]",choices,severity,1226,7,236326,120,0
wSg-Dz_bjE,"[""Emergency""]",choices,severity,1227,7,236334,120,0
"49bI_rPQbJ","[""Emergency""]",choices,severity,1229,7,236339,120,0
xekgtgkt4j,"[""Non Emergency [Doctor]""]",choices,severity,1230,7,236343,120,3
VDCuwe4A99,"[""Non Emergency [Doctor]""]",choices,severity,1231,7,236346,120,3
AwXNIv7jWw,"[""Emergency""]",choices,severity,1232,7,236369,120,0
LCiXq9wNsx,"[""Emergency""]",choices,severity,1233,7,236376,120,0
"5eNfQkUWEv","[""Emergency""]",choices,severity,1234,7,236383,120,0
dQGoEiVlTb,"[""Emergency""]",choices,severity,1235,7,236391,120,0
vSvr25HYbV,"[""Emergency""]",choices,severity,1236,7,236399,120,0
ojh4jdScu8,"[""Emergency""]",choices,severity,1237,7,236400,120,0
vxYr2u_5K3,"[""Emergency""]",choices,severity,1238,7,236407,120,0
DZTH4K-hRo,"[""Emergency""]",choices,severity,1239,7,236408,120,0
Oq1-nOIHB3,"[""Non Emergency [No Doctor]""]",choices,severity,1240,7,236410,120,2
-ISMGE_c43,"[""Emergency""]",choices,severity,1241,7,236412,120,0
jcCgp6hjVc,"[""Emergency""]",choices,severity,1242,7,236415,120,0
EQpQTxY6oe,"[""Emergency""]",choices,severity,1243,7,236416,120,0
JdrUKTIQM1,"[""Non Emergency [Doctor]""]",choices,severity,1244,7,236418,120,3
DilfYLEast,"[""Emergency""]",choices,severity,1245,7,236450,120,0
ug84WrV7OV,"[""Emergency""]",choices,severity,1246,7,236453,120,0
ZXakTXXh9Q,"[""Emergency""]",choices,severity,1247,7,236454,120,0
"3Euc3NjitX","[""Emergency""]",choices,severity,1248,7,236457,120,0
tDd3jPGAlX,"[""Normal""]",choices,severity,1249,7,236458,120,1
"1eyaxyHQCw","[""Non Emergency [Doctor]""]",choices,severity,1250,7,236460,120,3
WUwkGu5NH6,"[""Non Emergency [No Doctor]""]",choices,severity,1251,7,236461,120,2
"2H1MvFHnJQ","[""Emergency""]",choices,severity,1252,7,236465,120,0
Qah6gPPwkr,"[""Non Emergency [Doctor]""]",choices,severity,1253,7,236361,120,3
HDz6HiBqPK,"[""Non Emergency [No Doctor]""]",choices,severity,1254,7,236366,120,2
"58l3f9WOOe","[""Non Emergency [No Doctor]""]",choices,severity,1255,7,236443,120,2
FhPijEDUqm,"[""Emergency""]",choices,severity,1256,7,236444,120,0
tzaCrgfhR-,"[""Emergency""]",choices,severity,1257,7,236446,120,0
m9Eygq91mA,"[""Emergency""]",choices,severity,1258,7,236447,120,0
m2U_fYDUmM,"[""Emergency""]",choices,severity,1259,7,236455,120,0
"3MtwAFZ84K","[""Normal""]",choices,severity,1260,7,236479,120,1
JZZT7n1cig,"[""Non Emergency [No Doctor]""]",choices,severity,1261,7,236482,120,2
f2_Y4GEBt-,"[""Normal""]",choices,severity,1262,7,236485,120,1
T1biIQZovh,"[""Normal""]",choices,severity,1263,7,236488,120,1
WcPzmpljby,"[""Normal""]",choices,severity,1264,7,236489,120,1
vM6hAmfZ76,"[""Emergency""]",choices,severity,1265,7,236493,120,0
rWtVLeznSG,"[""Emergency""]",choices,severity,1268,7,236379,120,0
Zz4Bv4lUdg,"[""Non Emergency [No Doctor]""]",choices,severity,1269,7,236427,120,2
S1D0OpII00,"[""Non Emergency [Doctor]""]",choices,severity,1270,7,236430,120,3
k6K3B0bnQa,"[""Non Emergency [No Doctor]""]",choices,severity,1271,7,236432,120,2
NAtS82tLPV,"[""Non Emergency [Doctor]""]",choices,severity,1272,7,236434,120,3
xoxyQ-KeYf,"[""Emergency""]",choices,severity,1273,7,236438,120,0
WF7H6Qy-vb,"[""Emergency""]",choices,severity,1274,7,236439,120,0
Pq0pSje0d7,"[""Emergency""]",choices,severity,1275,7,236441,120,0
GQQZ6Dzgot,"[""Emergency""]",choices,severity,1276,7,236442,120,0
Zzu7nWsul6,"[""Emergency""]",choices,severity,1277,7,236449,120,0
Ab2-Xp3NPw,"[""Emergency""]",choices,severity,1278,7,236451,120,0
"18DEUKFrgf","[""Emergency""]",choices,severity,1279,7,236456,120,0
"532ij-SpIE","[""Normal""]",choices,severity,1280,7,236459,120,1
iTEig28_rs,"[""Normal""]",choices,severity,1281,7,236467,120,1
PRH3kYhCwh,"[""Emergency""]",choices,severity,1282,7,236491,120,0
tO1ExmY2eR,"[""Normal""]",choices,severity,1283,7,236492,120,1
bvyE8wVX5K,"[""Normal""]",choices,severity,1284,7,236498,120,1
unA7bij8wz,"[""Non Emergency [Doctor]""]",choices,severity,1285,7,236499,120,3
HUF3OysG7C,"[""Non Emergency [No Doctor]""]",choices,severity,1286,7,236501,120,2
j1nmtmaMjv,"[""Emergency""]",choices,severity,1287,7,236502,120,0
RmHTi9wKOP,"[""Emergency""]",choices,severity,1288,7,236507,120,0
-7aGUwClqn,"[""Non Emergency [No Doctor]""]",choices,severity,1289,7,236508,120,2
lwxMEti7z2,"[""Emergency""]",choices,severity,1290,7,236445,120,0
kCoK6zMvO0,"[""Emergency""]",choices,severity,1291,7,236440,120,0
vqVpMV-5Hg,"[""Normal""]",choices,severity,1292,7,236463,120,1
Mn5wO7AGIt,"[""Non Emergency [Doctor]""]",choices,severity,1293,7,236464,120,3
uFrh4AKZ0l,"[""Non Emergency [No Doctor]""]",choices,severity,1294,7,236468,120,2
yWNfrPtEGK,"[""Emergency""]",choices,severity,1295,7,236469,120,0
KN5E1QkLT6,"[""Normal""]",choices,severity,1296,7,236472,120,1
"7yY7Qwf2do","[""Normal""]",choices,severity,1297,7,236474,120,1
-JzOPXzxAf,"[""Normal""]",choices,severity,1298,7,236476,120,1
aMlm39um1p,"[""Non Emergency [No Doctor]""]",choices,severity,1299,7,236477,120,2
"2Wljf_sKJ1","[""Normal""]",choices,severity,1300,7,236484,120,1
hYdLqUUf17,"[""Emergency""]",choices,severity,1301,7,236517,120,0
"4YLnInJjIq","[""Non Emergency [Doctor]""]",choices,severity,1302,7,236518,120,3
YWAl2_IVBM,"[""Emergency""]",choices,severity,1303,7,236522,120,0
-4J7XofCl4,"[""Emergency""]",choices,severity,1304,7,236524,120,0
GhKtCKIH3e,"[""Emergency""]",choices,severity,1305,7,236525,120,0
XiJbTkEqC7,"[""Emergency""]",choices,severity,1306,7,236554,120,0
YhcCa9n5WV,"[""Emergency""]",choices,severity,1307,7,236557,120,0
WIL4wzyjGm,"[""Emergency""]",choices,severity,1308,7,236558,120,0
H0AccHghH1,"[""Emergency""]",choices,severity,1309,7,236560,120,0
a-Hey4sEAm,"[""Emergency""]",choices,severity,1310,7,236561,120,0
zjdgzfWf7U,"[""Emergency""]",choices,severity,1311,7,236566,120,0
"9S3JPNf-rZ","[""Emergency""]",choices,severity,1312,7,236567,120,0
LWI0s9BRoy,"[""Emergency""]",choices,severity,1313,7,236569,120,0
JcA_JTjnZL,"[""Emergency""]",choices,severity,1314,7,236570,120,0
N8fG9ebkWf,"[""Non Emergency [No Doctor]""]",choices,severity,1315,7,236573,120,2
ChzxMY9bxO,"[""Non Emergency [Doctor]""]",choices,severity,1316,7,236574,120,3
EsZZ93miHH,"[""Emergency""]",choices,severity,1317,7,236576,120,0
Pxq90-JWDf,"[""Non Emergency [No Doctor]""]",choices,severity,1318,7,236577,120,2
BT8DEOrhBQ,"[""Emergency""]",choices,severity,1319,7,236581,120,0
Uw6nvzVu7e,"[""Emergency""]",choices,severity,1320,7,236582,120,0
hdy2gjCFee,"[""Emergency""]",choices,severity,1321,7,236584,120,0
GRCPSB8_KM,"[""Emergency""]",choices,severity,1322,7,236865,120,0
KxcwbLCg9U,"[""Non Emergency [Doctor]""]",choices,severity,1323,7,236611,120,3
"8BY10MlLXu","[""Emergency""]",choices,severity,1324,7,236612,120,0
VblXVprl1Y,"[""Emergency""]",choices,severity,1325,7,236614,120,0
"33iyGScWEs","[""Emergency""]",choices,severity,1326,7,236615,120,0
APMBfKkYAm,"[""Emergency""]",choices,severity,1327,7,236622,120,0
Tow_sFNLw2,"[""Emergency""]",choices,severity,1328,7,236623,120,0
er2MCv4M5t,"[""Non Emergency [Doctor]""]",choices,severity,1329,7,236626,120,3
B6UtPZKprG,"[""Emergency""]",choices,severity,1330,7,236629,120,0
"0vsEfDHPwf","[""Emergency""]",choices,severity,1331,7,236630,120,0
vbIkweERyz,"[""Emergency""]",choices,severity,1332,7,236654,120,0
rYDsX6ikkm,"[""Non Emergency [Doctor]""]",choices,severity,1333,7,236656,120,3
ZVMpoTkK-H,"[""Non Emergency [No Doctor]""]",choices,severity,1334,7,236660,120,2
QUQS8CrguM,"[""Normal""]",choices,severity,1335,7,236462,120,1
WOvgwfwDUP,"[""Non Emergency [Doctor]""]",choices,severity,1336,7,236466,120,3
OisjT1fQgf,"[""Non Emergency [No Doctor]""]",choices,severity,1337,7,236470,120,2
CCa1rRwsPr,"[""Normal""]",choices,severity,1338,7,236471,120,1
Zo_QXSJKSU,"[""Normal""]",choices,severity,1339,7,236475,120,1
-nBgYt_EEc,"[""Normal""]",choices,severity,1340,7,237695,120,1
WTs25b0lNa,"[""Emergency""]",choices,severity,1341,7,237489,120,0
b5uc5Zx-Qw,"[""Normal""]",choices,severity,1342,7,237490,120,1
"8nYkIHJy-w","[""Non Emergency [No Doctor]""]",choices,severity,1343,7,237491,120,2
GHDuvdXYFc,"[""Emergency""]",choices,severity,1344,7,237493,120,0
oRxIrzfFm6,"[""Emergency""]",choices,severity,1345,7,237494,120,0
krbT0raYS9,"[""Normal""]",choices,severity,1346,7,237495,120,1
Grc3zlEAv_,"[""Non Emergency [Doctor]""]",choices,severity,1347,7,237496,120,3
vwU_EM_FzH,"[""Emergency""]",choices,severity,1348,7,237497,120,0
rKV7y-BM1D,"[""Non Emergency [Doctor]""]",choices,severity,1349,7,237498,120,3
"3kNEUXRSDG","[""Non Emergency [Doctor]""]",choices,severity,1350,7,237499,120,3
KaFvDEG_VX,"[""Emergency""]",choices,severity,1351,7,237500,120,0
"5O7LxcoTMF","[""Normal""]",choices,severity,1352,7,237501,120,1
NSgcbZN08f,"[""Normal""]",choices,severity,1353,7,237502,120,1
uO3tQKTjNp,"[""Normal""]",choices,severity,1354,7,237503,120,1
n5eDh3IzXT,"[""Normal""]",choices,severity,1355,7,237504,120,1
O7BYTdC4V-,"[""Normal""]",choices,severity,1356,7,237505,120,1
trJpeMVY8c,"[""Normal""]",choices,severity,1357,7,237506,120,1
jwF1aDqtin,"[""Emergency""]",choices,severity,1358,7,237507,120,0
pmVRGlfGFZ,"[""Normal""]",choices,severity,1359,7,237508,120,1
NRJuu4yPmk,"[""Non Emergency [Doctor]""]",choices,severity,1360,7,237509,120,3
"0KGLuGkgRd","[""Non Emergency [Doctor]""]",choices,severity,1361,7,237510,120,3
hlKBc1VsKA,"[""Non Emergency [Doctor]""]",choices,severity,1362,7,237511,120,3
aEWx4tnPuu,"[""Non Emergency [Doctor]""]",choices,severity,1363,7,237512,120,3
"6kLWG1m1S9","[""Normal""]",choices,severity,1364,7,237513,120,1
qkVlWcAqm6,"[""Normal""]",choices,severity,1365,7,237514,120,1
"8yQ3Ir77DO","[""Normal""]",choices,severity,1366,7,237515,120,1
WUtDnsQPvw,"[""Normal""]",choices,severity,1367,7,237516,120,1
irmd54r9vB,"[""Non Emergency [Doctor]""]",choices,severity,1368,7,237517,120,3
W-4sQ4N4Gg,"[""Emergency""]",choices,severity,1369,7,237518,120,0
DBaTiobJ_J,"[""Emergency""]",choices,severity,1370,7,237519,120,0
vct8xguJAW,"[""Non Emergency [No Doctor]""]",choices,severity,1371,7,237520,120,2
"3VwzEEMahM","[""Non Emergency [Doctor]""]",choices,severity,1372,7,237521,120,3
"0U-_Sgc8PY","[""Emergency""]",choices,severity,1373,7,236538,120,0
ilr3LsGAyE,"[""Emergency""]",choices,severity,1374,7,236543,120,0
"1OO1lBpiez","[""Emergency""]",choices,severity,1375,7,236546,120,0
OFio1EMige,"[""Emergency""]",choices,severity,1376,7,236551,120,0
"6-jRHwiJsV","[""Non Emergency [Doctor]""]",choices,severity,1377,7,236597,120,3
g0L7-UZ4t1,"[""Emergency""]",choices,severity,1378,7,236643,120,0
"4_8JIW2rhE","[""Emergency""]",choices,severity,1379,7,236642,120,0
gY9t7uIqep,"[""Non Emergency [No Doctor]""]",choices,severity,1380,7,236645,120,2
AWPhb1CkS2,"[""Emergency""]",choices,severity,1381,7,236646,120,0
Tn9cS9vd9z,"[""Emergency""]",choices,severity,1382,7,236054,120,0
snpemAREUA,"[""Non Emergency [No Doctor]""]",choices,severity,1939,7,237049,121,2
_EuXnAmcSh,"[""Emergency""]",choices,severity,1383,7,236031,120,0
MAjMfRSoqN,"[""Emergency""]",choices,severity,1079,7,236086,121,0
fx9BPxld9P,"[""Emergency""]",choices,severity,999,7,236050,121,0
fpc3gcPkie,"[""Emergency""]",choices,severity,977,7,235974,121,0
xHgz14RFO7,"[""Emergency""]",choices,severity,1024,7,235977,121,0
n0mlmYIVMN,"[""Emergency""]",choices,severity,1384,7,236042,121,0
LjvLWSNuJQ,"[""Emergency""]",choices,severity,1385,7,236074,121,0
OtjXcLVjcy,"[""Emergency""]",choices,severity,1386,7,236024,121,0
KJ4Do-ieF0,"[""Emergency""]",choices,severity,1387,7,236059,121,0
TdpXpZDh0w,"[""Emergency""]",choices,severity,1388,7,236073,121,0
GSLd-_r4Av,"[""Emergency""]",choices,severity,1390,7,236023,121,0
DKklFAJIbj,"[""Non Emergency [No Doctor]""]",choices,severity,1391,7,236028,121,2
FI63KUZBaY,"[""Emergency""]",choices,severity,1392,7,236046,121,0
"3w5Avb1Fm9","[""Emergency""]",choices,severity,1393,7,236058,121,0
VaI2M_pHpi,"[""Emergency""]",choices,severity,1394,7,236066,121,0
Twd0myNyxw,"[""Normal""]",choices,severity,1620,7,236587,120,1
eaVNpFrsI_,"[""Emergency""]",choices,severity,1395,7,236075,121,0
KZNGcMtiiL,"[""Emergency""]",choices,severity,1396,7,236101,121,0
XnUF-4V0ha,"[""Emergency""]",choices,severity,1397,7,236104,121,0
vmC9lRpv-1,"[""Emergency""]",choices,severity,1398,7,236110,121,0
XZ1TIjyy6z,"[""Non Emergency [Doctor]""]",choices,severity,1400,7,236135,121,3
xV3aNKdLK1,"[""Emergency""]",choices,severity,1401,7,235997,121,0
"7Vn0MVFdth","[""Emergency""]",choices,severity,1402,7,236008,121,0
wEyfZ7dbkm,"[""Emergency""]",choices,severity,1403,7,236018,121,0
hQMqxfOOWM,"[""Emergency""]",choices,severity,1404,7,236025,121,0
"4ghy51Vy23","[""Emergency""]",choices,severity,1405,7,236026,121,0
uHV1fgBsQW,"[""Emergency""]",choices,severity,1406,7,236029,121,0
g2DJ5lFdbv,"[""Non Emergency [No Doctor]""]",choices,severity,1407,7,236030,121,2
pSG_jeOhu9,"[""Emergency""]",choices,severity,1408,7,236043,121,0
x2ur9_YCBK,"[""Non Emergency [No Doctor]""]",choices,severity,1409,7,236044,121,2
vT_QDd708A,"[""Non Emergency [Doctor]""]",choices,severity,1410,7,236047,121,3
m-uvy6M-j7,"[""Normal""]",choices,severity,1808,7,236497,121,1
"4G-_aRFS4r","[""Emergency""]",choices,severity,1411,7,236083,121,0
-PzfTeBCyn,"[""Emergency""]",choices,severity,1412,7,236102,121,0
Aosqi58MKk,"[""Non Emergency [Doctor]""]",choices,severity,1413,7,236067,121,3
Lt2Ku7RxSL,"[""Emergency""]",choices,severity,1414,7,236082,121,0
sm4p5Hk-lV,"[""Non Emergency [Doctor]""]",choices,severity,1415,7,236093,121,3
NqhXVdo5he,"[""Emergency""]",choices,severity,1416,7,236100,121,0
PinKjVZEQl,"[""Non Emergency [No Doctor]""]",choices,severity,1417,7,236039,121,2
c5GiQbKWTY,"[""Emergency""]",choices,severity,1418,7,236063,121,0
"9NNejZfO0P","[""Emergency""]",choices,severity,1419,7,236078,121,0
nodRBrMnOt,"[""Emergency""]",choices,severity,1420,7,236081,121,0
"00TYsHy4A0","[""Emergency""]",choices,severity,1421,7,236089,121,0
EZjZIvgq3n,"[""Emergency""]",choices,severity,1422,7,236099,121,0
"9ZtAnhoxv8","[""Emergency""]",choices,severity,1423,7,236057,121,0
"4RZ9S4Lu3X","[""Exclude""]",choices,exclude,1424,7,236077,121,
"3sLKY2qsWT","[""Emergency""]",choices,severity,1425,7,236090,121,0
CG895mQ49I,"[""Emergency""]",choices,severity,1426,7,236091,121,0
kP0cR0qEly,"[""Emergency""]",choices,severity,1427,7,236096,121,0
b5G_oAnJ5P,"[""Non Emergency [No Doctor]""]",choices,severity,2030,7,236763,120,2
TztMj1RVMv,"[""Emergency""]",choices,severity,1428,7,236103,121,0
d_AdK-f585,"[""Emergency""]",choices,severity,1429,7,236021,121,0
"91SbH47ynP","[""Non Emergency [No Doctor]""]",choices,severity,1430,7,236036,121,2
zhOxZLfqjn,"[""Exclude""]",choices,exclude,1431,7,236070,121,
qYVA3MAgAx,"[""Emergency""]",choices,severity,1432,7,236079,121,0
UvYrzupXwT,"[""Emergency""]",choices,severity,1433,7,236080,121,0
Pw0CWDLgTv,"[""Emergency""]",choices,severity,1434,7,236084,121,0
tIc4wfEzlO,"[""Emergency""]",choices,severity,1435,7,236085,121,0
"4Sjij_z2oe","[""Emergency""]",choices,severity,1437,7,236105,121,0
"4_-9LHPHxm","[""Emergency""]",choices,severity,1438,7,236106,121,0
ru1pvti27t,"[""Non Emergency [Doctor]""]",choices,severity,1439,7,236109,121,3
"8ZEzXVyITL","[""Non Emergency [Doctor]""]",choices,severity,1440,7,236115,121,3
RqAqWioOMX,"[""Emergency""]",choices,severity,1441,7,236118,121,0
K7wJc-s1w5,"[""Emergency""]",choices,severity,1442,7,236122,121,0
lnwAJY_2hB,"[""Emergency""]",choices,severity,1443,7,236125,121,0
"7h76DqisfU","[""Emergency""]",choices,severity,1444,7,236130,121,0
c4Jc1w9OFF,"[""Emergency""]",choices,severity,1445,7,236131,121,0
Gy9mPKXAyA,"[""Exclude""]",choices,exclude,1446,7,236136,121,
znif4z2yCm,"[""Emergency""]",choices,severity,1447,7,236139,121,0
RJGKu---3s,"[""Emergency""]",choices,severity,1448,7,236192,121,0
"3PD_HRGYAd","[""Emergency""]",choices,severity,1449,7,236193,121,0
-4gMgz2kc_,"[""Exclude""]",choices,exclude,1450,7,236060,121,
